aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm
104,초지역메이저타운푸르지오파크단지,2019,,,,"58,000",23,6,2023,중개거래,경기 안산단원구,59.9333,23,802,N,23.09.26,41273,,초지동
108,힐스테이트중앙,2018,,,,"62,000",9,6,2023,중개거래,경기 안산단원구,59.9929,5,853,N,23.09.27,41273,,고잔동
133,호수공원(대림1),2001,,,,"58,000",15,6,2023,중개거래,경기 안산단원구,87.152,6,720,N,23.08.25,41273,,고잔동
105,벽산블루밍,2004,,,,"41,000",18,6,2023,중개거래,경기 시흥시 경기 안산단원구,84.99,18,828-5,N,23.07.26,41273,,원곡동
1,동화펠리스,2009,,,,"23,000",30,6,2023,직거래,,84.93,5,616-5,N,23.08.01,41273,,고잔동
103동,안산메트로타운푸르지오힐스테이트,2018,,,,"45,500",16,6,2023,중개거래,경기 안산단원구,74.7692,18,1177,N,23.10.11,41273,,선부동
107동,안산레이크타운푸르지오,2016,,,,"84,000",29,6,2023,중개거래,경기 안산단원구,84.6732,19,782,N,23.10.16,41273,,고잔동
809,주공그린빌8,2001,,,,"44,300",27,6,2023,중개거래,경기 안산단원구,75.58,3,766,N,23.10.18,41273,,고잔동
1811,그린빌18,2001,,,,"20,500",27,6,2023,중개거래,경기 안산시 단원구,39.99,7,738,N,23.11.06,41273,,초지동
405,푸르지오4차,2003,,,,"54,300",26,7,2023,중개거래,경기 안산단원구,77.8241,13,702,N,23.11.03,41273,,고잔동
811,안산8차푸르지오,2006,,,,"49,200",21,7,2023,중개거래,경기 안산단원구,114.9794,8,937,N,23.10.30,41273,,원곡동
107,초지역메이저타운푸르지오메트로단지,2019,,,,"83,000",4,7,2023,중개거래,경기 안산단원구,84.5027,32,803,N,23.10.06,41273,,초지동
104,안산신길온천역휴먼빌,2005,,,,"34,800",7,7,2023,중개거래,경기 안산단원구,84.9773,6,1446,N,23.09.27,41273,,신길동
101,안산아이파크,2013,,,,"47,000",18,7,2023,중개거래,경기 안산단원구,84.42,8,1679,N,23.08.30,41273,,신길동
912,주공그린빌9,2001,,,,"46,500",30,7,2023,중개거래,경기 안산단원구,75.82,15,765,N,23.10.19,41273,,고잔동
108,e편한세상초지역센트럴포레,2021,,,,"53,000",12,7,2023,중개거래,경기 안산단원구,59.974,8,1002,N,23.08.28,41273,,원곡동
530,주공5,1986,,,,"35,800",26,7,2023,중개거래,경기 안산단원구,39.72,1,675,N,23.10.04,41273,,고잔동
104,한화꿈에그린,2006,,,,"49,000",30,7,2023,중개거래,경기 안산단원구,84.9146,6,847,N,23.10.27,41273,,원곡동
114,벽산블루밍,2004,,,,"39,800",29,7,2023,중개거래,경기 안산단원구,84.99,3,828-5,N,23.11.24,41273,,원곡동
108동,안산푸르지오브리파크,2023,,,,"53,000",10,8,2023,중개거래,경기 안산시 단원구,72.7611,24,1003,N,24.05.28,41273,,원곡동
107동,안산레이크타운푸르지오,2016,,,,"85,000",21,8,2023,중개거래,경기 안산단원구 경기 안산상록구,84.8211,10,782,N,24.01.12,41273,,고잔동
그린빌 1409동,주공그린빌14단지,2002,,,,"33,800",19,8,2023,중개거래,경기 안산단원구,59.88,6,725,N,23.11.10,41273,,초지동
109,보네르빌리지,2001,,,,"49,000",12,8,2023,중개거래,경기 안산상록구,89.081,1,778,N,23.11.10,41273,,고잔동
108,힐스테이트중앙,2018,,,,"64,400",27,8,2023,중개거래,경기 안산단원구,59.9929,32,853,N,23.10.27,41273,,고잔동
232,수정한양,1991,,,,"29,500",29,8,2023,중개거래,경기 안산단원구,73.9118,1,1086,N,23.11.15,41273,,선부동
104,초지역메이저타운푸르지오에코단지,2019,,,,"57,300",25,8,2023,중개거래,경기 안산단원구,59.5958,29,1001,N,23.10.31,41273,,원곡동
101,고잔롯데캐슬골드파크,2018,,,,"69,900",28,8,2023,중개거래,경기 안산단원구,84.96,6,852,N,23.11.15,41273,,고잔동
102동,이편한세상선부역어반스퀘어,2020,,,,"51,000",24,8,2023,중개거래,경기 안산단원구,59.93,6,1189,N,23.10.30,41273,,선부동
111동,안산레이크타운푸르지오,2016,,,,"85,500",31,8,2023,중개거래,경기 안산단원구,84.8499,31,782,N,23.10.27,41273,,고잔동
132,호수공원(대림1),2001,,,,"56,000",21,9,2023,중개거래,경기 안산상록구 경기 화성시,87.152,14,720,N,23.11.30,41273,,고잔동
109,삼익,1998,,,,"23,800",3,9,2023,중개거래,경기 안산단원구,59.59,19,1438,N,23.10.26,41273,,신길동
402,휴먼시아4단지,2012,,,,"40,000",27,9,2023,중개거래,경기 안산단원구,74.53,15,1537,N,23.11.22,41273,,신길동
908,주공(9단지),1986,,,,"34,000",27,9,2023,중개거래,경기 안산단원구,61.52,14,672,N,23.11.29,41273,,고잔동
612,네오빌6단지,2000,,,,"47,000",18,9,2023,중개거래,경기 안산단원구 경기 안산상록구,75.51,8,767,N,23.12.22,41273,,고잔동
103,안산라프리모,2020,,,,"61,000",23,9,2023,중개거래,경기 시흥시 경기 안산단원구,84.9673,21,1188,N,23.11.22,41273,,선부동
104,안산라프리모,2020,,,,"50,000",23,9,2023,중개거래,경기 안산단원구,74.926,25,1188,N,23.12.12,41273,,선부동
101동,천년가리더스카이,2020,,,,"35,000",23,9,2023,중개거래,경기 안산단원구,59.654,20,885,N,23.11.15,41273,,와동
1204,군자주공12,1991,,,,"23,300",27,9,2023,중개거래,경기 안산단원구,38.64,11,1078,N,23.10.31,41273,,선부동
105,안산라프리모,2020,,,,"49,000",26,9,2023,중개거래,경기 안산단원구,59.4885,18,1188,N,23.12.01,41273,,선부동
111동,안산레이크타운푸르지오,2016,,,,"81,500",17,10,2023,중개거래,경기 안산단원구 경기 안산상록구,84.8499,5,782,N,24.01.15,41273,,고잔동
104,산호한양,1993,,,,"19,000",4,10,2023,중개거래,경기 안산단원구,42.615,18,1081,N,23.12.11,41273,,선부동
1011,서해그랑블,2004,,,,"40,500",5,10,2023,중개거래,경기 안산단원구,71.939,1,741,N,24.01.12,41273,,초지동
109,삼익,1998,,,,"24,300",31,10,2023,중개거래,경기 안산단원구,59.59,3,1438,N,23.12.29,41273,,신길동
1208,군자주공12,1991,,,,"27,950",31,10,2023,중개거래,경기 안산단원구 경기 화성시,44.94,14,1078,N,23.12.15,41273,,선부동
2012,서해그랑블,2004,,,,"41,000",25,10,2023,중개거래,경기 안산단원구,71.939,11,741,N,24.01.12,41273,,초지동
120,호수공원(대림1),2001,,,,"100,000",25,10,2023,중개거래,경기 안산시 단원구,163.47,2,720,N,24.03.19,41273,,고잔동
101,삼익,1998,,,,"32,500",27,10,2023,중개거래,경기 안산단원구,84.96,13,1438,N,23.12.01,41273,,신길동
107,삼익,1998,,,,"24,500",27,10,2023,중개거래,경기 안산단원구,59.59,12,1438,N,23.12.01,41273,,신길동
113,벽산블루밍,2004,,,,"34,000",31,10,2023,중개거래,경기 안산단원구,59.95,3,828-5,N,23.12.29,41273,,원곡동
105,안산아이파크,2013,,,,"43,950",18,11,2023,중개거래,경기 안산단원구,84.26,9,1679,N,24.01.25,41273,,신길동
105,벽산블루밍,2004,,,,"42,000",30,11,2023,중개거래,경기 안산시단원구,84.99,14,828-5,N,24.03.04,41273,,원곡동
,안산아이파크,2013,,24.01.25,O,"43,900",18,11,2023,중개거래,경기 안산단원구,84.26,9,1679,N,,41273,,신길동
107,초지역메이저타운푸르지오파크단지,2019,,,,"60,900",26,11,2023,중개거래,경기 안산단원구,59.9333,31,802,N,24.01.17,41273,,초지동
106동,안산레이크타운푸르지오,2016,,,,"85,000",27,11,2023,중개거래,경기 안산단원구 경기 안산상록구,84.6732,10,782,N,24.01.30,41273,,고잔동
205,수정한양,1991,,,,"31,000",29,11,2023,중개거래,경기 안산시단원구,69.895,3,1086,N,24.02.15,41273,,선부동
105,호수마을풍림,2000,,,,"57,800",21,11,2023,중개거래,경기 안산단원구,142.78,26,731,N,24.01.05,41273,,초지동
202,e편한세상선부파크플레이스2차,2018,,,,"60,000",23,11,2023,중개거래,경기 안산시단원구,84.98,19,1186,N,24.02.19,41273,,선부동
902,군자주공9,1989,,,,"29,500",17,11,2023,중개거래,경기 안산단원구,46.65,5,967,N,24.01.30,41273,,선부동
1505,그린빌15(해맑음마을),2002,,,,"26,650",23,11,2023,중개거래,경기 안산단원구,49.98,9,736,N,23.12.27,41273,,초지동
,주공그린빌14단지,2002,,24.04.19,O,"24,500",13,12,2023,중개거래,경기 안산시단원구,48.33,1,725,N,,41273,,초지동
103,푸르지오1차,2001,,,,"59,000",28,12,2023,중개거래,경기 안산시 단원구,84.7828,3,781,N,24.04.26,41273,,고잔동
105,동명벽산블루밍,2010,,,,"39,500",12,12,2023,중개거래,경기 안산시 단원구,59.98,2,1082,N,24.02.29,41273,,선부동
702,주공그린빌7,2001,,,,"49,000",22,12,2023,중개거래,경기 안산단원구,84.58,13,776,N,24.01.30,41273,,고잔동
112,푸르지오1차,2001,,,,"59,950",30,12,2023,중개거래,경기 안산시단원구,84.782,9,781,N,24.03.11,41273,,고잔동
103,푸르지오1차,2001,,,,"59,000",28,12,2023,중개거래,경기 안산시 단원구,84.7828,3,781,N,24.04.26,41273,,고잔동
102,안산아이파크,2013,,,,"47,000",25,12,2023,중개거래,경기 안산시단원구,84.42,15,1679,N,24.03.21,41273,,신길동
103동,이편한세상선부역어반스퀘어,2020,,,,"48,800",28,12,2023,중개거래,경기 안산시 단원구,59.96,20,1189,N,24.03.28,41273,,선부동
119,안산라프리모,2020,,,,"53,500",30,12,2023,중개거래,경기 안산시단원구,74.8727,7,1188,N,24.03.15,41273,,선부동
306,푸르지오3차,2003,,,,"85,000",20,12,2023,중개거래,경기 안산시단원구,134.61,21,728,N,24.02.19,41273,,고잔동
104,삼익,1998,개인,,,"36,500",29,1,2024,중개거래,경기 안산시 단원구,131.55,6,1438,N,24.05.07,41273,개인,신길동
1106,주공그린빌11,2003,개인,,,"42,000",25,1,2024,중개거래,경기 안산시단원구,75.99,6,723,N,24.04.22,41273,개인,초지동
,수정한양,1991,개인,24.03.26,O,"27,000",8,1,2024,중개거래,경기 안산시단원구,49.98,4,1086,N,,41273,개인,선부동
105,산호한양,1993,개인,,,"21,000",25,1,2024,중개거래,경기 안산시단원구,50.085,1,1081,N,24.03.15,41273,개인,선부동
104,경남아너스빌,2005,개인,,,"39,500",30,1,2024,중개거래,경기 안산시단원구,84.99,23,938,N,24.03.29,41273,개인,원곡동
108,힐스테이트중앙,2018,개인,,,"64,000",23,1,2024,중개거래,경기 안산시단원구,59.9929,10,853,N,24.04.22,41273,개인,고잔동
2016,서해그랑블,2004,개인,,,"60,000",29,1,2024,중개거래,경기 안산시 단원구,114.785,25,741,N,24.08.16,41273,개인,초지동
1316,주공그린빌13단지,2002,개인,,,"29,300",29,1,2024,중개거래,경기 안산시단원구,51.89,5,724,N,24.04.30,41273,개인,초지동
106동,이편한세상선부역어반스퀘어,2020,개인,,,"49,300",25,1,2024,중개거래,경기 안산시단원구,59.96,3,1189,N,24.02.22,41273,개인,선부동
1117,군자주공11,1990,개인,,,"24,700",27,1,2024,중개거래,경기 안산시 단원구,39.27,3,1078,N,24.03.15,41273,개인,선부동
807,안산8차푸르지오,2006,개인,,,"44,780",15,2,2024,중개거래,경기 안산시단원구,84.9897,6,937,N,24.05.31,41273,개인,원곡동
1010,서해그랑블,2004,개인,,,"39,000",26,2,2024,중개거래,경기 안산시단원구,71.939,14,741,N,24.05.31,41273,개인,초지동
102동,안산푸르지오브리파크,2023,개인,,,"59,800",27,2,2024,중개거래,경기 안산시 단원구,72.7611,13,1003,N,24.05.23,41273,개인,원곡동
그린빌 1405동,주공그린빌14단지,2002,개인,,,"34,000",28,2,2024,중개거래,경기 안산시단원구,59.76,6,725,N,24.04.30,41273,개인,초지동
809,주공그린빌8,2001,개인,,,"50,200",21,2,2024,중개거래,"경기 안산시단원구, 경기 안산시상록구",75.58,8,766,N,24.05.03,41273,개인,고잔동
1506,그린빌15(해맑음마을),2002,법인,,,"36,000",23,2,2024,중개거래,경기 안산시 단원구,59.97,12,736,N,24.04.05,41273,개인,초지동
203,수정한양,1991,개인,,,"22,000",27,2,2024,중개거래,"경기 시흥시, 경기 안산시단원구",49.98,5,1086,N,24.05.30,41273,법인,선부동
112,경남아너스빌,2005,개인,,,"32,000",28,2,2024,중개거래,경기 안산시단원구,84.99,1,938,N,24.05.07,41273,법인,원곡동
1019,서해그랑블,2004,개인,,,"52,500",28,2,2024,중개거래,"경기 안산시단원구, 경기 안산시상록구",99.385,26,741,N,24.06.03,41273,개인,초지동
813,안산8차푸르지오,2006,개인,,,"42,500",25,2,2024,중개거래,경기 시흥시,84.9897,4,937,N,24.05.24,41273,개인,원곡동
407,휴먼시아4단지,2012,개인,,,"39,000",31,3,2024,중개거래,"경기 시흥시, 경기 안산시단원구",84.91,11,1537,N,24.06.05,41273,개인,신길동
103,포레나안산고잔,2023,개인,,,"65,530",11,3,2024,중개거래,경기 안산시 단원구,72.995,13,631,N,24.05.23,41273,개인,고잔동
101,e편한세상초지역센트럴포레,2021,개인,,,"47,000",8,3,2024,중개거래,경기 안산시단원구,49.944,23,1002,N,24.07.04,41273,개인,원곡동
104,안산라프리모,2020,개인,,,"52,400",25,3,2024,중개거래,경기 안산시단원구,74.8727,23,1188,N,24.07.11,41273,개인,선부동
104,안산푸르지오브리파크,2023,개인,,,"55,500",30,3,2024,중개거래,경기 안산시 단원구,59.8555,33,1003,N,24.06.28,41273,개인,원곡동
603,휴먼시아6단지,2009,개인,,,"42,000",25,3,2024,중개거래,경기 안산시단원구,84.91,15,1563,N,24.06.05,41273,개인,신길동
603,휴먼시아6단지,2009,개인,,,"37,000",23,3,2024,중개거래,경기 안산시단원구,84.91,8,1563,N,24.06.05,41273,개인,신길동
107,초지역메이저타운푸르지오파크단지,2019,개인,,,"69,700",28,3,2024,중개거래,경기 안산시단원구,84.8438,13,802,N,24.06.28,41273,개인,초지동
1502,군자주공15(고층),1993,개인,,,"21,600",29,3,2024,중개거래,경기 안산시단원구,41.3,1,1080,N,24.05.13,41273,개인,선부동
127,호수마을풍림,2000,개인,,,"44,500",29,3,2024,중개거래,경기 안산시 단원구,84.96,15,731,N,24.08.30,41273,개인,초지동
103,초지역메이저타운푸르지오에코단지,2019,개인,,,"48,600",13,4,2024,중개거래,경기 안산시 단원구,49.4932,25,1001,N,24.10.22,41273,개인,원곡동
102,경남아너스빌,2005,개인,,,"44,500",13,4,2024,중개거래,경기 안산시단원구,84.99,3,938,N,24.07.05,41273,개인,원곡동
106,센트럴푸르지오,2018,개인,,,"90,000",9,4,2024,중개거래,경기 안산시 단원구,99.7579,8,851,N,24.06.19,41273,개인,고잔동
1504,그린빌15(해맑음마을),2002,개인,,,"33,200",6,4,2024,중개거래,경기 안산시단원구,59.97,3,736,N,24.05.31,41273,개인,초지동
,일신건영휴먼빌,2005,개인,,,"28,500",29,4,2024,중개거래,경기 안산시단원구,84.683,12,1028-1,N,24.07.02,41273,개인,선부동
139,호수공원(대림1),2001,개인,,,"102,000",25,4,2024,중개거래,경기 안산시단원구,163.47,18,720,N,24.06.27,41273,개인,고잔동
1005,서해그랑블,2004,개인,,,"42,500",27,4,2024,중개거래,경기 안산시단원구,84.962,6,741,N,24.06.28,41273,개인,초지동
106,초지역메이저타운푸르지오에코단지,2019,개인,,,"64,000",25,4,2024,중개거래,서울 서초구,84.6097,20,1001,N,24.06.24,41273,개인,원곡동
1320,주공그린빌13단지,2002,개인,,,"28,500",25,4,2024,중개거래,경기 안산시단원구,51.89,8,724,N,24.06.05,41273,개인,초지동
106,고잔롯데캐슬골드파크,2018,개인,,,"62,500",29,4,2024,중개거래,경기 안산시단원구,75.9,26,852,N,24.06.27,41273,개인,고잔동
1125,군자주공11,1990,개인,,,"22,900",31,5,2024,중개거래,경기 안산시 단원구,39.27,2,1078,N,24.08.30,41273,개인,선부동
205,휴먼빌2차,2007,개인,,,"40,000",8,5,2024,중개거래,경기 안산시 단원구,84.704,13,1447,N,24.07.01,41273,개인,신길동
104,경남아너스빌,2005,개인,,,"43,400",30,5,2024,중개거래,경기 시흥시,84.99,19,938,N,24.08.16,41273,개인,원곡동
106,보네르빌리지,2001,개인,,,"62,100",3,5,2024,중개거래,경기 안산시단원구,116.843,20,778,N,24.06.28,41273,개인,고잔동
103동,안산레이크타운푸르지오,2016,개인,,,"86,000",30,5,2024,직거래,,84.7053,1,782,N,24.06.25,41273,개인,고잔동
101,두산위브,2015,개인,,,"56,000",11,5,2024,중개거래,경기 안산시단원구,84.98,12,796,N,24.06.28,41273,개인,초지동
105,삼익,1998,개인,,,"22,000",30,5,2024,중개거래,경기 안산시단원구,59.59,22,1438,N,24.06.25,41273,개인,신길동
1809,그린빌18,2001,개인,,,"25,500",29,5,2024,중개거래,경기 안산시 단원구,49.41,3,738,N,24.08.14,41273,개인,초지동
308,푸르지오3차,2003,개인,,,"67,900",29,5,2024,중개거래,경기 안산시단원구,84.96,8,728,N,24.07.05,41273,개인,고잔동
110동,안산레이크타운푸르지오,2016,개인,,,"92,000",13,5,2024,중개거래,경기 안산시단원구,84.8499,21,782,N,24.06.20,41273,개인,고잔동
104,안산라프리모,2020,개인,,,"52,900",27,6,2024,중개거래,경기 안산시 단원구,74.8727,11,1188,N,24.10.02,41273,개인,선부동
123,호수공원(대림1),2001,개인,,,"80,000",29,6,2024,중개거래,경기 안산시 단원구,134.878,12,720,N,24.09.30,41273,개인,고잔동
109동,안산메트로타운푸르지오힐스테이트,2018,개인,,,"48,000",21,6,2024,중개거래,경기 안산시 단원구,74.4993,22,1177,N,24.10.25,41273,개인,선부동
233,수정한양,1991,개인,,,"41,000",9,6,2024,중개거래,경기 안산시 단원구,84.975,8,1086,N,24.10.04,41273,개인,선부동
109,안산중흥S클래스더퍼스트,2024,개인,,,"59,000",20,6,2024,중개거래,경기 안산시 단원구,84.8856,20,1003,N,24.08.28,41273,개인,선부동
104,초지역메이저타운푸르지오파크단지,2019,개인,,,"59,800",13,6,2024,중개거래,경기 안산시단원구,59.9333,21,802,N,24.07.24,41273,개인,초지동
108동,안산메트로타운푸르지오힐스테이트,2018,개인,,,"51,000",28,6,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",84.508,24,1177,N,24.09.30,41273,개인,선부동
601,네오빌6단지,2000,개인,,,"52,000",30,6,2024,중개거래,경기 안산시 단원구,84.5,11,767,N,24.10.29,41273,개인,고잔동
,일신건영휴먼빌,2005,개인,,,"27,500",28,6,2024,중개거래,경기 안산시단원구,79.705,12,1028-1,N,24.08.07,41273,개인,선부동
1210,주공그린빌12,2003,개인,,,"42,000",26,6,2024,중개거래,경기 양주시,84.99,11,730,N,24.08.14,41273,개인,초지동
,휴먼시아3단지,2009,개인,,,"40,500",20,7,2024,중개거래,경기 안산시 단원구,84.87,15,1518,N,,41273,개인,신길동
1009,군자주공10,1989,개인,,,"36,000",20,7,2024,중개거래,경기 안산시 단원구,46.98,3,1069,N,24.10.16,41273,개인,선부동
105동,이편한세상선부역어반스퀘어,2020,개인,,,"60,500",20,7,2024,중개거래,경기 안산시 단원구,74.95,23,1189,N,24.11.11,41273,개인,선부동
106,초지역메이저타운푸르지오파크단지,2019,개인,,,"68,800",28,7,2024,중개거래,경기 안산시 단원구,72.7925,12,802,N,24.11.21,41273,개인,초지동
111,e편한세상초지역센트럴포레,2021,개인,,,"55,000",13,7,2024,중개거래,경기 안산시 단원구,59.974,3,1002,N,24.11.11,41273,개인,원곡동
102,센트럴푸르지오,2018,개인,,,"82,500",27,7,2024,중개거래,경기 안산시 단원구,84.9529,5,851,N,24.10.02,41273,개인,고잔동
102동,안산메트로타운푸르지오힐스테이트,2018,개인,,,"46,800",11,7,2024,중개거래,경기 안산시 단원구,74.6673,34,1177,N,24.09.02,41273,개인,선부동
2011,서해그랑블,2004,개인,,,"37,000",23,7,2024,중개거래,경기 안산시 단원구,71.939,1,741,N,24.09.23,41273,개인,초지동
1121,군자주공11,1990,개인,,,"22,450",17,7,2024,중개거래,경기 안산시 단원구,39.27,4,1078,N,24.08.26,41273,개인,선부동
111,동명벽산블루밍,2010,개인,,,"51,000",31,7,2024,중개거래,경기 안산시 단원구,84.94,8,1082,N,24.09.30,41273,개인,선부동
101,벽산블루밍,2004,개인,,,"39,900",13,8,2024,중개거래,경기 안산시 단원구,84.99,16,828-5,N,24.11.05,41273,개인,원곡동
107,안산신길온천역휴먼빌,2005,개인,,,"36,000",28,8,2024,중개거래,경기 안산시 단원구,84.9773,24,1446,N,24.10.29,41273,개인,신길동
106,두산위브,2015,개인,,,"65,000",12,8,2024,중개거래,경기 안산시 단원구,84.98,28,796,N,24.11.29,41273,개인,초지동
1009,서해그랑블,2004,개인,,,"42,950",12,8,2024,중개거래,경기 안산시 단원구,75.126,14,741,N,24.10.16,41273,개인,초지동
1209,군자주공12,1991,개인,,,"25,700",29,8,2024,중개거래,경기 안산시 단원구,44.94,9,1078,N,24.11.19,41273,개인,선부동
106,호수마을풍림,2000,개인,,,"53,000",7,8,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",118.96,17,731,N,24.10.18,41273,개인,초지동
311,푸르지오3차,2003,개인,,,"88,500",27,8,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",134.61,9,728,N,24.11.04,41273,개인,고잔동
1301,주공그린빌13단지,2002,개인,,,"28,900",24,8,2024,중개거래,경기 안산시 단원구,51.89,3,724,N,24.09.26,41273,개인,초지동
115,호수마을풍림,2000,개인,,,"55,000",31,8,2024,중개거래,경기 안산시 단원구,108.74,12,731,N,24.11.29,41273,개인,초지동
101,초지역메이저타운푸르지오파크단지,2019,개인,,,"58,000",23,8,2024,중개거래,경기 안산시 단원구,59.9333,1,802,N,24.11.11,41273,개인,초지동
102,초지역메이저타운푸르지오에코단지,2019,개인,,,"58,000",8,9,2024,중개거래,경기 안산시 단원구,59.5958,4,1001,N,25.01.03,41273,개인,원곡동
130,호수마을풍림,2000,개인,,,"41,800",27,9,2024,중개거래,경기 안산시 단원구,74.35,12,731,N,24.12.03,41273,개인,초지동
108,고잔롯데캐슬골드파크,2018,개인,,,"51,900",21,9,2024,중개거래,경기 안산시 단원구,59.97,1,852,N,24.11.28,41273,개인,고잔동
706,주공7,1987,개인,,,"28,000",11,9,2024,중개거래,경기 안산시 단원구,54.9,7,670,N,24.11.04,41273,개인,고잔동
1508,그린빌15(해맑음마을),2002,개인,,,"34,500",30,9,2024,중개거래,경기 안산시 단원구,59.97,8,736,N,25.01.16,41273,개인,초지동
102,포레나안산고잔,2023,개인,,,"50,000",30,9,2024,직거래,,59.9893,14,631,N,24.10.31,41273,개인,고잔동
603,네오빌6단지,2000,개인,,,"56,000",25,9,2024,중개거래,경기 안산시 단원구,84.5,6,767,N,24.12.11,41273,개인,고잔동
103동,천년가리더스카이,2020,개인,,,"40,000",30,9,2024,중개거래,경기 안산시 단원구,74.9807,3,885,N,24.10.31,41273,개인,와동
105,호수마을풍림,2000,개인,,,"63,000",25,9,2024,중개거래,경기 안산시 단원구,142.78,19,731,N,24.12.03,41273,개인,초지동
117,호수마을풍림,2000,개인,,,"42,000",28,9,2024,중개거래,경기 안산시 단원구,84.96,10,731,N,24.10.31,41273,개인,초지동
,안산아이파크,2013,개인,,,"45,500",19,10,2024,중개거래,경기 안산시 단원구,84.42,3,1679,N,,41273,개인,신길동
,푸르지오3차,2003,개인,,,"70,400",15,10,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",84.96,4,728,N,,41273,개인,고잔동
102,벽산블루밍,2004,개인,,,"34,500",31,10,2024,중개거래,경기 안산시 단원구,59.95,5,828-5,N,24.12.20,41273,개인,원곡동
,e편한세상초지역센트럴포레,2021,개인,,,"60,000",20,10,2024,중개거래,경기 안산시 단원구,59.974,23,1002,N,,41273,개인,원곡동
201,휴먼빌2차,2007,개인,,,"47,000",18,10,2024,중개거래,경기 안산시 단원구,84.704,15,1447,N,24.11.28,41273,개인,신길동
110,안산라프리모,2020,법인,,,"78,000",31,10,2024,중개거래,경기 안산시 단원구,99.4568,7,1188,N,24.11.26,41273,개인,선부동
,천년가리더스카이,2020,개인,,,"33,800",31,10,2024,중개거래,경기 안산시 단원구,59.4462,6,885,N,,41273,개인,와동
123,공작한양(고층),1992,개인,,,"13,050",27,10,2024,중개거래,경기 안산시 단원구,28.215,10,1085,N,24.12.18,41273,개인,선부동
1509,그린빌15(해맑음마을),2002,개인,,,"31,500",29,10,2024,중개거래,경기 안산시 단원구,59.97,2,736,N,24.12.27,41273,개인,초지동
102,양지마을,2001,개인,,,"53,500",28,10,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",84.838,5,780,N,25.01.06,41273,개인,고잔동
,호수마을풍림,2000,개인,,,"58,500",30,11,2024,중개거래,경기 안산시 단원구,118.96,18,731,N,,41273,개인,초지동
1314,주공그린빌13단지,2002,개인,,,"26,300",28,11,2024,중개거래,경기 안산시 단원구,51.75,3,724,N,25.01.07,41273,개인,초지동
,호수마을풍림,2000,개인,,,"43,500",30,11,2024,중개거래,경기 안산시 단원구,74.35,10,731,N,,41273,개인,초지동
,푸르지오1차,2001,개인,,,"62,000",29,11,2024,중개거래,경기 안산시 단원구,84.782,13,781,N,,41273,개인,고잔동
1201,주공그린빌12,2003,개인,,,"47,500",23,11,2024,중개거래,경기 안산시 단원구,84.95,12,730,N,25.01.13,41273,개인,초지동
135,호수마을풍림,2000,개인,,,"42,300",25,11,2024,중개거래,경기 안산시 단원구,84.96,5,731,N,24.12.30,41273,개인,초지동
,고잔롯데캐슬골드파크,2018,개인,,,"55,000",19,11,2024,중개거래,경기 안산시 단원구,59.98,29,852,N,,41273,개인,고잔동
,네오빌6단지,2000,개인,,,"49,500",22,11,2024,중개거래,"경기 시흥시, 경기 안산시 단원구",75.51,10,767,N,,41273,개인,고잔동
,초지역메이저타운푸르지오파크단지,2019,개인,,,"73,500",26,11,2024,중개거래,경기 안산시 단원구,84.8438,13,802,N,,41273,개인,초지동
,e편한세상선부파크플레이스1차,2018,개인,,,"55,700",26,11,2024,중개거래,경기 안산시 단원구,84.98,6,1186,N,,41273,개인,선부동
,주공그린빌12,2003,개인,,,"44,000",10,12,2024,중개거래,경기 안산시 단원구,84.99,10,730,N,,41273,개인,초지동
,주공그린빌12,2003,개인,,,"40,000",26,12,2024,중개거래,경기 안산시 단원구,84.95,5,730,N,,41273,개인,초지동
,푸르지오4차,2003,개인,,,"50,500",31,12,2024,직거래,,84.3128,1,702,N,,41273,개인,고잔동
,서해그랑블,2004,개인,,,"40,000",31,12,2024,중개거래,경기 안산시 단원구,84.962,1,741,N,,41273,개인,초지동
,안산라프리모,2020,개인,,,"58,500",26,12,2024,중개거래,경기 안산시 단원구,84.9673,23,1188,N,,41273,개인,선부동
,대우푸르지오5,2003,개인,,,"59,800",20,12,2024,중개거래,경기 안산시 단원구,84.916,6,712,N,,41273,개인,고잔동
,호수마을풍림,2000,개인,,,"47,000",25,12,2024,중개거래,경기 안산시 단원구,84.96,9,731,N,,41273,개인,초지동
,안산아이파크,2013,개인,,,"44,400",21,12,2024,중개거래,경기 안산시 단원구,84.42,3,1679,N,,41273,개인,신길동
,주공그린빌7,2001,개인,,,"53,700",20,12,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",75.56,5,776,N,,41273,개인,고잔동
,푸르지오3차,2003,개인,,,"60,000",26,12,2024,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",71.55,22,728,N,,41273,개인,고잔동
