동,아파트명,건축년도,거래 금액,거래 일,거래 월,거래 연도,전용 면적(㎡),층수,읍면동,전용면적_평수
,서해그랑블,2004,"42,000",28,5,2021,71.939,14,초지동,21.799696969696967
,서해그랑블,2004,"50,000",24,4,2022,71.939,14,초지동,21.799696969696967
,안산아이파크,2013,"30,000",29,2,2020,72.4,2,신길동,21.93939393939394
,초지역메이저타운푸르지오에코단지,2019,"75,000",28,6,2022,72.7437,14,원곡동,22.043545454545455
108동,안산푸르지오브리파크,2023,"53,000",10,8,2023,72.7611,24,원곡동,22.048818181818184
102동,안산푸르지오브리파크,2023,"59,800",27,2,2024,72.7611,13,원곡동,22.048818181818184
,안산아이파크,2013,"33,300",20,7,2020,72.77,3,신길동,22.05151515151515
,초지역메이저타운푸르지오파크단지,2019,"39,500",28,6,2019,72.7925,11,초지동,22.058333333333337
,초지역메이저타운푸르지오파크단지,2019,"39,700",27,8,2019,72.7925,7,초지동,22.058333333333337
,초지역메이저타운푸르지오파크단지,2019,"42,000",18,6,2019,72.7925,23,초지동,22.058333333333337
,초지역메이저타운푸르지오파크단지,2019,"42,200",27,8,2019,72.7925,26,초지동,22.058333333333337
,초지역메이저타운푸르지오파크단지,2019,"43,000",29,10,2019,72.7925,16,초지동,22.058333333333337
103,초지역메이저타운푸르지오파크단지,2019,"59,300",28,3,2023,72.7925,3,초지동,22.058333333333337
106,초지역메이저타운푸르지오파크단지,2019,"68,800",28,7,2024,72.7925,12,초지동,22.058333333333337
,초지역메이저타운푸르지오메트로단지,2019,"92,000",26,12,2021,72.7925,12,초지동,22.058333333333337
103,포레나안산고잔,2023,"65,530",11,3,2024,72.995,13,고잔동,22.11969696969697
107,벽산블루밍,2004,"38,000",22,2,2023,73.8,13,원곡동,22.363636363636363
,수정한양,1991,"22,300",25,1,2019,73.9118,8,선부동,22.39751515151515
,수정한양,1991,"27,000",29,10,2021,73.9118,12,선부동,22.39751515151515
232,수정한양,1991,"29,500",29,8,2023,73.9118,1,선부동,22.39751515151515
,공작한양(고층),1992,"22,000",28,4,2019,73.9581,4,선부동,22.411545454545458
,공작한양(고층),1992,"39,000",19,7,2021,73.9581,8,선부동,22.411545454545458
,동명벽산블루밍,2010,"32,700",12,5,2020,74.02,1,선부동,22.43030303030303
118,호수마을풍림,2000,"33,000",31,1,2023,74.35,5,초지동,22.53030303030303
,호수마을풍림,2000,"35,300",29,12,2022,74.35,10,초지동,22.53030303030303
,호수마을풍림,2000,"41,000",28,6,2021,74.35,11,초지동,22.53030303030303
130,호수마을풍림,2000,"41,800",27,9,2024,74.35,12,초지동,22.53030303030303
,호수마을풍림,2000,"43,500",30,11,2024,74.35,10,초지동,22.53030303030303
,안산메트로타운푸르지오힐스테이트,2018,"32,600",21,5,2019,74.4993,21,선부동,22.57554545454546
,안산메트로타운푸르지오힐스테이트,2018,"33,800",30,9,2019,74.4993,15,선부동,22.57554545454546
,안산메트로타운푸르지오힐스테이트,2018,"44,000",26,11,2020,74.4993,21,선부동,22.57554545454546
,안산메트로타운푸르지오힐스테이트,2018,"46,500",29,12,2022,74.4993,26,선부동,22.57554545454546
109동,안산메트로타운푸르지오힐스테이트,2018,"48,000",21,6,2024,74.4993,22,선부동,22.57554545454546
,안산메트로타운푸르지오힐스테이트,2018,"53,600",26,6,2021,74.4993,2,선부동,22.57554545454546
,휴먼시아4단지,2012,"26,500",9,4,2019,74.53,6,신길동,22.584848484848486
402,휴먼시아4단지,2012,"40,000",27,9,2023,74.53,15,신길동,22.584848484848486
102동,안산메트로타운푸르지오힐스테이트,2018,"46,800",11,7,2024,74.6673,34,선부동,22.626454545454546
,안산메트로타운푸르지오힐스테이트,2018,"42,500",30,12,2022,74.7692,34,선부동,22.657333333333334
,안산메트로타운푸르지오힐스테이트,2018,"44,000",29,1,2021,74.7692,3,선부동,22.657333333333334
103동,안산메트로타운푸르지오힐스테이트,2018,"45,500",16,6,2023,74.7692,18,선부동,22.657333333333334
,안산메트로타운푸르지오힐스테이트,2018,"57,000",31,7,2021,74.7692,26,선부동,22.657333333333334
,경남아너스빌,2005,"25,900",28,5,2019,74.86,6,원곡동,22.684848484848487
,경남아너스빌,2005,"45,000",18,6,2021,74.86,4,원곡동,22.684848484848487
,경남아너스빌,2005,"45,950",28,5,2021,74.86,5,원곡동,22.684848484848487
,안산라프리모,2020,"50,000",29,10,2022,74.8727,27,선부동,22.68869696969697
104,안산라프리모,2020,"52,400",25,3,2024,74.8727,23,선부동,22.68869696969697
104,안산라프리모,2020,"52,900",27,6,2024,74.8727,11,선부동,22.68869696969697
119,안산라프리모,2020,"53,500",30,12,2023,74.8727,7,선부동,22.68869696969697
104,안산라프리모,2020,"50,000",23,9,2023,74.926,25,선부동,22.704848484848487
,안산라프리모,2020,"62,900",26,3,2022,74.926,15,선부동,22.704848484848487
102동,이편한세상선부역어반스퀘어,2020,"55,000",3,5,2023,74.95,8,선부동,22.712121212121215
105동,이편한세상선부역어반스퀘어,2020,"60,500",20,7,2024,74.95,23,선부동,22.712121212121215
,롯데캐슬더퍼스트,2018,"57,900",28,7,2022,74.97,10,초지동,22.71818181818182
102,힐스테이트중앙,2018,"75,000",27,5,2023,74.9729,14,고잔동,22.719060606060605
103동,천년가리더스카이,2020,"40,000",30,9,2024,74.9807,3,와동,22.721424242424245
,천년가리더스카이,2020,"42,000",3,10,2022,74.9807,3,와동,22.721424242424245
1009,서해그랑블,2004,"42,950",12,8,2024,75.126,14,초지동,22.76545454545455
711,주공7,1987,"35,500",26,1,2023,75.24,2,고잔동,22.8
,네오빌6단지,2000,"34,900",11,6,2020,75.51,3,고잔동,22.881818181818186
611,네오빌6단지,2000,"41,500",16,1,2023,75.51,4,고잔동,22.881818181818186
,주공8,1987,"43,800",29,6,2021,75.51,2,고잔동,22.881818181818186
612,네오빌6단지,2000,"47,000",18,9,2023,75.51,8,고잔동,22.881818181818186
,네오빌6단지,2000,"49,500",22,11,2024,75.51,10,고잔동,22.881818181818186
,네오빌6단지,2000,"54,800",27,6,2021,75.51,3,고잔동,22.881818181818186
,주공그린빌7,2001,"53,700",20,12,2024,75.56,5,고잔동,22.8969696969697
,주공그린빌7,2001,"54,400",28,6,2022,75.56,10,고잔동,22.8969696969697
,주공그린빌9,2001,"28,700",30,5,2019,75.58,1,고잔동,22.903030303030302
809,주공그린빌8,2001,"44,300",27,6,2023,75.58,3,고잔동,22.903030303030302
809,주공그린빌8,2001,"50,200",21,2,2024,75.58,8,고잔동,22.903030303030302
,주공그린빌7,2001,"42,000",29,3,2021,75.6,2,고잔동,22.90909090909091
,주공그린빌7,2001,"49,000",23,2,2021,75.6,7,고잔동,22.90909090909091
,주공그린빌7,2001,"54,600",14,7,2021,75.6,9,고잔동,22.90909090909091
806,주공그린빌8,2001,"42,000",30,1,2023,75.62,9,고잔동,22.915151515151518
,주공그린빌9,2001,"51,300",22,7,2021,75.62,2,고잔동,22.915151515151518
,주공그린빌8,2001,"30,700",11,11,2019,75.77,5,고잔동,22.96060606060606
,주공그린빌9,2001,"33,600",31,8,2020,75.79,2,고잔동,22.96666666666667
905,주공그린빌9,2001,"40,000",27,1,2023,75.79,15,고잔동,22.96666666666667
912,주공그린빌9,2001,"46,500",30,7,2023,75.82,15,고잔동,22.975757575757576
,고잔롯데캐슬골드파크,2018,"42,750",25,10,2019,75.9,24,고잔동,23.000000000000004
106,고잔롯데캐슬골드파크,2018,"62,500",29,4,2024,75.9,26,고잔동,23.000000000000004
,주공그린빌8,2001,"55,500",20,1,2022,75.95,5,고잔동,23.015151515151516
,주공그린빌12,2003,"26,000",27,6,2019,75.99,11,초지동,23.027272727272727
,주공그린빌12,2003,"26,000",30,9,2019,75.99,4,초지동,23.027272727272727
,주공그린빌11,2003,"30,700",17,10,2020,75.99,5,초지동,23.027272727272727
,주공그린빌11,2003,"31,000",30,4,2020,75.99,7,초지동,23.027272727272727
,주공그린빌11,2003,"42,000",13,3,2021,75.99,8,초지동,23.027272727272727
1106,주공그린빌11,2003,"42,000",25,1,2024,75.99,6,초지동,23.027272727272727
,주공그린빌12,2003,"45,500",27,11,2021,75.99,3,초지동,23.027272727272727
,주공그린빌11,2003,"48,500",20,12,2021,75.99,9,초지동,23.027272727272727
,푸르지오4차,2003,"30,500",30,9,2019,77.8241,3,고잔동,23.58306060606061
,푸르지오4차,2003,"31,000",5,10,2019,77.8241,5,고잔동,23.58306060606061
405,푸르지오4차,2003,"54,300",26,7,2023,77.8241,13,고잔동,23.58306060606061
,푸르지오4차,2003,"56,000",23,12,2021,77.8241,11,고잔동,23.58306060606061
,푸르지오4차,2003,"56,000",23,12,2021,77.8241,11,고잔동,23.58306060606061
,일신건영휴먼빌,2005,"27,500",28,6,2024,79.705,12,선부동,24.153030303030302
,안산아이파크,2013,"33,000",25,5,2020,84.09,2,신길동,25.481818181818184
,안산아이파크,2013,"33,000",2,12,2019,84.26,1,신길동,25.533333333333335
,안산아이파크,2013,"34,000",28,2,2020,84.26,9,신길동,25.533333333333335
,안산아이파크,2013,"34,500",1,5,2020,84.26,5,신길동,25.533333333333335
,안산아이파크,2013,"43,900",18,11,2023,84.26,9,신길동,25.533333333333335
105,안산아이파크,2013,"43,950",18,11,2023,84.26,9,신길동,25.533333333333335
,인썬캐슬,2013,"33,000",16,6,2022,84.27,4,와동,25.536363636363635
,푸르지오4차,2003,"50,500",31,12,2024,84.3128,1,고잔동,25.549333333333333
,안산아이파크,2013,"36,000",21,4,2020,84.42,10,신길동,25.581818181818182
,안산아이파크,2013,"37,000",17,10,2020,84.42,2,신길동,25.581818181818182
,안산아이파크,2013,"44,400",21,12,2024,84.42,3,신길동,25.581818181818182
,안산아이파크,2013,"45,500",19,10,2024,84.42,3,신길동,25.581818181818182
101,안산아이파크,2013,"47,000",18,7,2023,84.42,8,신길동,25.581818181818182
102,안산아이파크,2013,"47,000",25,12,2023,84.42,15,신길동,25.581818181818182
,푸르지오1차,2001,"30,500",14,3,2019,84.4458,14,고잔동,25.589636363636366
,주공그린빌9,2001,"32,000",30,7,2020,84.5,1,고잔동,25.60606060606061
,네오빌6단지,2000,"32,500",31,1,2020,84.5,10,고잔동,25.60606060606061
,주공그린빌9,2001,"34,000",28,2,2020,84.5,2,고잔동,25.60606060606061
,네오빌6단지,2000,"36,000",28,5,2020,84.5,10,고잔동,25.60606060606061
,네오빌6단지,2000,"41,000",8,8,2020,84.5,2,고잔동,25.60606060606061
,네오빌6단지,2000,"41,000",28,12,2022,84.5,11,고잔동,25.60606060606061
601,네오빌6단지,2000,"52,000",30,6,2024,84.5,11,고잔동,25.60606060606061
603,네오빌6단지,2000,"56,000",25,9,2024,84.5,6,고잔동,25.60606060606061
,초지역메이저타운푸르지오메트로단지,2019,"66,000",30,1,2020,84.5027,22,초지동,25.60687878787879
107,초지역메이저타운푸르지오메트로단지,2019,"83,000",4,7,2023,84.5027,32,초지동,25.60687878787879
108동,안산메트로타운푸르지오힐스테이트,2018,"51,000",28,6,2024,84.508,24,선부동,25.60848484848485
,안산메트로타운푸르지오힐스테이트,2018,"60,000",30,10,2022,84.508,22,선부동,25.60848484848485
,주공그린빌7,2001,"27,450",30,9,2019,84.54,4,고잔동,25.61818181818182
,주공그린빌7,2001,"52,000",19,1,2022,84.54,4,고잔동,25.61818181818182
702,주공그린빌7,2001,"49,000",22,12,2023,84.58,13,고잔동,25.630303030303033
,안산레이크타운푸르지오,2016,"65,000",23,11,2020,84.6038,2,고잔동,25.637515151515156
,초지역메이저타운푸르지오에코단지,2019,"48,250",18,11,2019,84.6097,30,원곡동,25.639303030303033
106,초지역메이저타운푸르지오에코단지,2019,"64,000",25,4,2024,84.6097,20,원곡동,25.639303030303033
108동,안산푸르지오브리파크,2023,"71,000",1,6,2023,84.6097,24,원곡동,25.639303030303033
,초지역메이저타운푸르지오에코단지,2019,"92,000",10,8,2021,84.6097,16,원곡동,25.639303030303033
,휴먼시아6단지,2009,"31,000",17,2,2021,84.64,1,신길동,25.64848484848485
,안산레이크타운푸르지오,2016,"76,000",29,7,2021,84.6732,2,고잔동,25.658545454545454
107동,안산레이크타운푸르지오,2016,"84,000",29,6,2023,84.6732,19,고잔동,25.658545454545454
106동,안산레이크타운푸르지오,2016,"85,000",27,11,2023,84.6732,10,고잔동,25.658545454545454
,일신건영휴먼빌,2005,"28,500",29,4,2024,84.683,12,선부동,25.661515151515154
,단원마을금강펜테리움,2002,"55,000",27,9,2022,84.694,13,고잔동,25.664848484848488
808,주공그린빌8,2001,"48,000",28,3,2023,84.7,15,고잔동,25.666666666666668
,주공그린빌9,2001,"54,400",27,8,2022,84.7,3,고잔동,25.666666666666668
205,휴먼빌2차,2007,"40,000",8,5,2024,84.704,13,신길동,25.667878787878788
,휴먼빌2차,2007,"42,000",15,5,2021,84.704,10,신길동,25.667878787878788
201,휴먼빌2차,2007,"47,000",18,10,2024,84.704,15,신길동,25.667878787878788
,휴먼빌2차,2007,"49,500",7,10,2021,84.704,8,신길동,25.667878787878788
103동,안산레이크타운푸르지오,2016,"86,000",30,5,2024,84.7053,1,고잔동,25.668272727272726
,푸르지오1차,2001,"43,500",28,8,2020,84.782,8,고잔동,25.69151515151515
112,푸르지오1차,2001,"59,950",30,12,2023,84.782,9,고잔동,25.69151515151515
,푸르지오1차,2001,"62,000",29,11,2024,84.782,13,고잔동,25.69151515151515
,푸르지오1차,2001,"29,000",24,8,2019,84.7828,6,고잔동,25.691757575757574
,푸르지오1차,2001,"30,000",22,2,2019,84.7828,8,고잔동,25.691757575757574
,푸르지오1차,2001,"30,000",28,10,2019,84.7828,1,고잔동,25.691757575757574
104,푸르지오1차,2001,"45,000",23,2,2023,84.7828,13,고잔동,25.691757575757574
103,푸르지오1차,2001,"59,000",28,12,2023,84.7828,3,고잔동,25.691757575757574
103,푸르지오1차,2001,"59,000",28,12,2023,84.7828,3,고잔동,25.691757575757574
,안산레이크타운푸르지오,2016,"78,000",5,9,2020,84.8211,27,고잔동,25.703363636363637
106동,안산레이크타운푸르지오,2016,"80,500",19,4,2023,84.8211,16,고잔동,25.703363636363637
107동,안산레이크타운푸르지오,2016,"85,000",21,8,2023,84.8211,10,고잔동,25.703363636363637
107동,안산레이크타운푸르지오,2016,"89,500",28,4,2023,84.8211,22,고잔동,25.703363636363637
,양지마을,2001,"41,900",27,5,2020,84.838,5,고잔동,25.708484848484847
,양지마을,2001,"44,500",22,12,2020,84.838,15,고잔동,25.708484848484847
102,양지마을,2001,"53,500",28,10,2024,84.838,5,고잔동,25.708484848484847
,양지마을,2001,"56,800",30,3,2022,84.838,3,고잔동,25.708484848484847
107,초지역메이저타운푸르지오파크단지,2019,"69,700",28,3,2024,84.8438,13,초지동,25.710242424242427
,초지역메이저타운푸르지오파크단지,2019,"73,500",26,11,2024,84.8438,13,초지동,25.710242424242427
110동,안산레이크타운푸르지오,2016,"77,000",22,4,2023,84.8499,11,고잔동,25.71209090909091
111동,안산레이크타운푸르지오,2016,"81,500",17,10,2023,84.8499,5,고잔동,25.71209090909091
111동,안산레이크타운푸르지오,2016,"85,500",31,8,2023,84.8499,31,고잔동,25.71209090909091
,안산레이크타운푸르지오,2016,"89,000",24,11,2021,84.8499,6,고잔동,25.71209090909091
110동,안산레이크타운푸르지오,2016,"92,000",13,5,2024,84.8499,21,고잔동,25.71209090909091
,두산위브,2004,"37,000",30,8,2021,84.866,14,신길동,25.7169696969697
,두산위브,2004,"40,000",2,11,2021,84.866,7,신길동,25.7169696969697
,두산위브,2004,"40,500",28,4,2022,84.866,5,신길동,25.7169696969697
,두산위브,2004,"40,500",28,4,2022,84.866,5,신길동,25.7169696969697
,휴먼시아3단지,2009,"27,450",26,5,2020,84.87,12,신길동,25.718181818181822
305,휴먼시아3단지,2009,"40,500",20,7,2024,84.87,15,신길동,25.718181818181822
,휴먼시아3단지,2009,"41,900",13,10,2021,84.87,5,신길동,25.718181818181822
,공작한양(고층),1992,"26,000",27,5,2019,84.88,8,선부동,25.721212121212123
,공작한양(고층),1992,"26,700",27,5,2020,84.88,14,선부동,25.721212121212123
,공작한양(고층),1992,"31,300",25,2,2021,84.88,5,선부동,25.721212121212123
,공작한양(고층),1992,"38,500",18,3,2021,84.88,5,선부동,25.721212121212123
109,안산중흥S클래스더퍼스트,2024,"59,000",20,6,2024,84.8856,20,선부동,25.72290909090909
,휴먼시아6단지,2009,"27,500",30,8,2019,84.91,14,신길동,25.73030303030303
603,휴먼시아6단지,2009,"37,000",23,3,2024,84.91,8,신길동,25.73030303030303
407,휴먼시아4단지,2012,"39,000",31,3,2024,84.91,11,신길동,25.73030303030303
603,휴먼시아6단지,2009,"42,000",25,3,2024,84.91,15,신길동,25.73030303030303
,안산메트로타운푸르지오힐스테이트,2018,"48,000",26,9,2020,84.9123,16,선부동,25.731
,안산메트로타운푸르지오힐스테이트,2018,"48,800",24,9,2020,84.9123,29,선부동,25.731
,안산메트로타운푸르지오힐스테이트,2018,"67,500",18,9,2021,84.9123,34,선부동,25.731
,한화꿈에그린,2006,"27,000",31,3,2019,84.9146,4,원곡동,25.73169696969697
,한화꿈에그린,2006,"29,000",30,4,2019,84.9146,17,원곡동,25.73169696969697
,한화꿈에그린,2006,"39,000",12,7,2020,84.9146,16,원곡동,25.73169696969697
,한화꿈에그린,2006,"46,500",27,3,2021,84.9146,4,원곡동,25.73169696969697
104,한화꿈에그린,2006,"49,000",30,7,2023,84.9146,6,원곡동,25.73169696969697
,대우푸르지오5,2003,"59,800",20,12,2024,84.916,6,고잔동,25.732121212121214
,대우푸르지오5,2003,"60,000",23,8,2022,84.916,15,고잔동,25.732121212121214
1,동화펠리스,2009,"23,000",30,6,2023,84.93,5,고잔동,25.736363636363638
,동명벽산블루밍,2010,"37,000",20,4,2019,84.94,15,선부동,25.73939393939394
,동명벽산블루밍,2010,"42,500",24,9,2020,84.94,8,선부동,25.73939393939394
111,동명벽산블루밍,2010,"48,000",20,2,2023,84.94,16,선부동,25.73939393939394
111,동명벽산블루밍,2010,"51,000",31,7,2024,84.94,8,선부동,25.73939393939394
,휴먼시아4단지,2012,"26,800",30,4,2020,84.95,2,신길동,25.742424242424246
,주공그린빌12,2003,"40,000",26,12,2024,84.95,5,초지동,25.742424242424246
1201,주공그린빌12,2003,"47,500",23,11,2024,84.95,12,초지동,25.742424242424246
,센트럴푸르지오,2018,"53,000",6,7,2019,84.9529,10,고잔동,25.743303030303032
,센트럴푸르지오,2018,"60,000",14,10,2019,84.9529,20,고잔동,25.743303030303032
103,센트럴푸르지오,2018,"70,000",30,1,2023,84.9529,14,고잔동,25.743303030303032
,센트럴푸르지오,2018,"72,000",26,12,2020,84.9529,36,고잔동,25.743303030303032
,센트럴푸르지오,2018,"80,000",20,7,2022,84.9529,24,고잔동,25.743303030303032
105,센트럴푸르지오,2018,"80,000",7,3,2023,84.9529,31,고잔동,25.743303030303032
102,센트럴푸르지오,2018,"82,500",27,7,2024,84.9529,5,고잔동,25.743303030303032
,삼익,1998,"20,000",22,2,2019,84.96,7,신길동,25.745454545454546
,삼익,1998,"20,300",17,2,2019,84.96,10,신길동,25.745454545454546
,호수마을풍림,2000,"26,000",27,8,2019,84.96,5,초지동,25.745454545454546
,삼익,1998,"26,000",30,3,2021,84.96,3,신길동,25.745454545454546
,호수마을풍림,2000,"29,000",24,9,2020,84.96,5,초지동,25.745454545454546
,호수마을풍림,2000,"30,000",29,8,2020,84.96,2,초지동,25.745454545454546
,호수마을풍림,2000,"30,800",22,9,2020,84.96,4,초지동,25.745454545454546
101,삼익,1998,"32,500",27,10,2023,84.96,13,신길동,25.745454545454546
,삼익,1998,"32,800",21,4,2021,84.96,12,신길동,25.745454545454546
,호수마을풍림,2000,"33,800",7,12,2020,84.96,8,초지동,25.745454545454546
,삼익,1998,"35,000",15,10,2021,84.96,2,신길동,25.745454545454546
,삼익,1998,"36,200",28,4,2022,84.96,8,신길동,25.745454545454546
,삼익,1998,"36,500",23,8,2021,84.96,3,신길동,25.745454545454546
117,호수마을풍림,2000,"42,000",28,9,2024,84.96,10,초지동,25.745454545454546
135,호수마을풍림,2000,"42,300",25,11,2024,84.96,5,초지동,25.745454545454546
,고잔롯데캐슬골드파크,2018,"44,500",26,2,2019,84.96,19,고잔동,25.745454545454546
127,호수마을풍림,2000,"44,500",29,3,2024,84.96,15,초지동,25.745454545454546
,호수마을풍림,2000,"47,000",25,12,2024,84.96,9,초지동,25.745454545454546
,호수마을풍림,2000,"48,000",26,7,2022,84.96,5,초지동,25.745454545454546
,호수마을풍림,2000,"51,900",29,9,2021,84.96,7,초지동,25.745454545454546
,호수마을풍림,2000,"52,500",25,9,2021,84.96,7,초지동,25.745454545454546
,푸르지오3차,2003,"53,500",28,8,2020,84.96,23,고잔동,25.745454545454546
,푸르지오3차,2003,"54,000",22,7,2020,84.96,4,고잔동,25.745454545454546
,푸르지오3차,2003,"54,700",26,8,2020,84.96,11,고잔동,25.745454545454546
,푸르지오3차,2003,"56,000",26,10,2020,84.96,15,고잔동,25.745454545454546
308,푸르지오3차,2003,"67,900",29,5,2024,84.96,8,고잔동,25.745454545454546
101,고잔롯데캐슬골드파크,2018,"69,900",28,8,2023,84.96,6,고잔동,25.745454545454546
,푸르지오3차,2003,"70,400",15,10,2024,84.96,4,고잔동,25.745454545454546
,센트럴푸르지오,2018,"52,000",26,2,2019,84.9604,9,고잔동,25.74557575757576
,서해그랑블,2004,"26,800",24,1,2019,84.962,8,초지동,25.74606060606061
,서해그랑블,2004,"28,900",27,9,2019,84.962,7,초지동,25.74606060606061
,서해그랑블,2004,"34,500",30,6,2020,84.962,10,초지동,25.74606060606061
,서해그랑블,2004,"34,900",27,10,2020,84.962,10,초지동,25.74606060606061
,서해그랑블,2004,"40,000",31,12,2024,84.962,1,초지동,25.74606060606061
1005,서해그랑블,2004,"42,500",27,4,2024,84.962,6,초지동,25.74606060606061
2008,서해그랑블,2004,"42,800",24,4,2023,84.962,6,초지동,25.74606060606061
,서해그랑블,2004,"50,000",22,7,2022,84.962,9,초지동,25.74606060606061
,안산라프리모,2020,"43,500",30,3,2020,84.9673,3,선부동,25.747666666666667
,안산라프리모,2020,"44,500",17,12,2019,84.9673,27,선부동,25.747666666666667
,안산라프리모,2020,"46,300",27,2,2020,84.9673,23,선부동,25.747666666666667
,안산라프리모,2020,"48,000",9,1,2020,84.9673,31,선부동,25.747666666666667
,안산라프리모,2020,"51,000",25,4,2020,84.9673,34,선부동,25.747666666666667
,안산라프리모,2020,"58,500",26,12,2024,84.9673,23,선부동,25.747666666666667
,안산라프리모,2020,"59,600",15,9,2022,84.9673,29,선부동,25.747666666666667
,안산라프리모,2020,"59,800",27,2,2020,84.9673,23,선부동,25.747666666666667
,안산라프리모,2020,"60,000",13,6,2020,84.9673,21,선부동,25.747666666666667
103,안산라프리모,2020,"61,000",23,9,2023,84.9673,21,선부동,25.747666666666667
,안산라프리모,2020,"64,000",24,8,2022,84.9673,17,선부동,25.747666666666667
,안산라프리모,2020,"66,000",26,1,2021,84.9673,16,선부동,25.747666666666667
,안산라프리모,2020,"70,000",31,5,2022,84.9673,23,선부동,25.747666666666667
,롯데캐슬더퍼스트,2018,"60,000",6,12,2020,84.97,15,초지동,25.74848484848485
,롯데캐슬더퍼스트,2018,"74,000",28,4,2021,84.97,18,초지동,25.74848484848485
,롯데캐슬더퍼스트,2018,"74,500",25,5,2021,84.97,15,초지동,25.74848484848485
,롯데캐슬더퍼스트,2018,"74,700",31,1,2022,84.97,13,초지동,25.74848484848485
,롯데캐슬더퍼스트,2018,"74,700",31,1,2022,84.97,13,초지동,25.74848484848485
233,수정한양,1991,"41,000",9,6,2024,84.975,8,선부동,25.75
,힐스테이트중앙,2018,"77,000",28,11,2020,84.9761,18,고잔동,25.750333333333334
104,안산신길온천역휴먼빌,2005,"34,800",7,7,2023,84.9773,6,신길동,25.75069696969697
107,안산신길온천역휴먼빌,2005,"36,000",28,8,2024,84.9773,24,신길동,25.75069696969697
,두산위브,2015,"36,000",29,6,2019,84.98,15,초지동,25.751515151515154
,두산위브,2015,"36,000",29,7,2019,84.98,21,초지동,25.751515151515154
,e편한세상선부파크플레이스2차,2018,"36,600",27,1,2019,84.98,18,선부동,25.751515151515154
,롯데캐슬더퍼스트,2018,"38,600",26,2,2019,84.98,14,초지동,25.751515151515154
,두산위브,2015,"45,000",23,1,2020,84.98,18,초지동,25.751515151515154
,두산위브,2015,"48,000",30,3,2020,84.98,13,초지동,25.751515151515154
,e편한세상선부파크플레이스1차,2018,"55,700",26,11,2024,84.98,6,선부동,25.751515151515154
101,두산위브,2015,"56,000",11,5,2024,84.98,12,초지동,25.751515151515154
202,e편한세상선부파크플레이스2차,2018,"60,000",23,11,2023,84.98,19,선부동,25.751515151515154
106,두산위브,2015,"65,000",12,8,2024,84.98,28,초지동,25.751515151515154
,두산위브,2015,"69,000",23,7,2021,84.98,3,초지동,25.751515151515154
,e편한세상선부파크플레이스2차,2018,"73,200",28,5,2022,84.98,13,선부동,25.751515151515154
,안산8차푸르지오,2006,"28,500",30,3,2019,84.9897,5,원곡동,25.754454545454546
,안산8차푸르지오,2006,"29,000",23,4,2019,84.9897,5,원곡동,25.754454545454546
813,안산8차푸르지오,2006,"40,700",22,4,2023,84.9897,15,원곡동,25.754454545454546
810,안산8차푸르지오,2006,"41,875",30,5,2023,84.9897,21,원곡동,25.754454545454546
,안산8차푸르지오,2006,"42,000",18,8,2022,84.9897,2,원곡동,25.754454545454546
813,안산8차푸르지오,2006,"42,500",25,2,2024,84.9897,4,원곡동,25.754454545454546
807,안산8차푸르지오,2006,"44,780",15,2,2024,84.9897,6,원곡동,25.754454545454546
,안산8차푸르지오,2006,"46,500",30,9,2022,84.9897,17,원곡동,25.754454545454546
,안산8차푸르지오,2006,"48,000",30,9,2021,84.9897,2,원곡동,25.754454545454546
,벽산블루밍,2004,"25,300",29,11,2019,84.99,5,원곡동,25.754545454545454
,벽산블루밍,2004,"25,500",30,4,2019,84.99,11,원곡동,25.754545454545454
,벽산블루밍,2004,"25,800",28,4,2019,84.99,7,원곡동,25.754545454545454
,벽산블루밍,2004,"26,200",20,5,2019,84.99,15,원곡동,25.754545454545454
,벽산블루밍,2004,"26,500",28,3,2019,84.99,8,원곡동,25.754545454545454
,벽산블루밍,2004,"27,000",21,3,2019,84.99,17,원곡동,25.754545454545454
,오성푸르메APT102동,2014,"27,400",23,12,2021,84.99,4,고잔동,25.754545454545454
,주공그린빌11,2003,"28,300",21,5,2019,84.99,8,초지동,25.754545454545454
,벽산블루밍,2004,"29,000",31,3,2020,84.99,8,원곡동,25.754545454545454
,경남아너스빌,2005,"29,250",30,5,2019,84.99,5,원곡동,25.754545454545454
,벽산블루밍,2004,"29,300",31,1,2019,84.99,23,원곡동,25.754545454545454
,주공그린빌11,2003,"30,000",5,3,2020,84.99,3,초지동,25.754545454545454
,벽산블루밍,2004,"30,000",1,6,2020,84.99,14,원곡동,25.754545454545454
,오성푸르메APT101동,2014,"30,000",15,6,2021,84.99,9,고잔동,25.754545454545454
,경남아너스빌,2005,"30,400",29,10,2019,84.99,4,원곡동,25.754545454545454
,주공그린빌11,2003,"31,200",31,8,2019,84.99,15,초지동,25.754545454545454
112,경남아너스빌,2005,"32,000",28,2,2024,84.99,1,원곡동,25.754545454545454
,벽산블루밍,2004,"37,500",23,12,2022,84.99,12,원곡동,25.754545454545454
,벽산블루밍,2004,"39,000",13,5,2021,84.99,20,원곡동,25.754545454545454
,주공그린빌11,2003,"39,000",21,9,2022,84.99,2,초지동,25.754545454545454
,주공그린빌11,2003,"39,000",21,9,2022,84.99,2,초지동,25.754545454545454
104,경남아너스빌,2005,"39,500",30,1,2024,84.99,23,원곡동,25.754545454545454
114,벽산블루밍,2004,"39,800",29,7,2023,84.99,3,원곡동,25.754545454545454
