동,아파트명,건축년도,거래 금액,거래 일,거래 월,거래 연도,전용 면적(㎡),층수,읍면동,전용면적_평수
,우성4,1985,"280,000",3,11,2021,84.6,9,도곡동,25.636363636363637
,경남아너스빌,2002,"147,500",24,11,2020,84.688,17,역삼동,25.663030303030304
12,개포우성2,1984,"316,000",30,6,2024,84.69,2,대치동,25.663636363636364
,한솔마을,1994,"200,000",27,12,2020,84.73,5,일원동,25.67575757575758
804동,디에이치자이개포,2021,"253,000",18,2,2023,84.73,28,일원동,25.67575757575758
,디에이치자이개포,2021,"330,000",25,12,2024,84.73,25,일원동,25.67575757575758
2,한신엠비씨,1988,"183,000",29,6,2024,84.74,15,도곡동,25.67878787878788
2,한신엠비씨,1988,"194,500",1,7,2024,84.74,5,도곡동,25.67878787878788
814동,디에이치자이개포,2021,"272,000",25,6,2023,84.75,20,일원동,25.681818181818183
202,현대아파트,1988,"178,000",20,9,2024,84.78,11,청담동,25.69090909090909
,삼성,1994,"200,000",18,4,2021,84.81,10,도곡동,25.700000000000003
,현대2,1986,"265,000",30,3,2022,84.81,7,개포동,25.700000000000003
804동,디에이치자이개포,2021,"280,000",29,3,2024,84.81,5,일원동,25.700000000000003
,개포우성1,1983,"285,000",2,1,2021,84.81,12,대치동,25.700000000000003
,개포우성1,1983,"285,000",2,1,2021,84.81,12,대치동,25.700000000000003
3,개포우성1,1983,"302,000",6,4,2024,84.81,14,대치동,25.700000000000003
,개포우성1,1983,"310,000",20,10,2023,84.81,15,대치동,25.700000000000003
,강남엘에이치1단지,2013,"130,000",14,12,2019,84.83,10,세곡동,25.706060606060607
,도곡우성아파트,1986,"156,800",7,9,2020,84.83,2,도곡동,25.706060606060607
,도곡우성아파트,1986,"162,000",27,6,2020,84.83,10,도곡동,25.706060606060607
114,개포래미안포레스트,2020,"232,000",30,3,2023,84.83,27,개포동,25.706060606060607
,개포래미안포레스트,2020,"240,000",25,11,2022,84.83,33,개포동,25.706060606060607
,세곡푸르지오,2012,"138,000",11,7,2020,84.84,8,세곡동,25.70909090909091
,강남엘에이치1단지,2013,"140,000",18,6,2020,84.84,13,세곡동,25.70909090909091
,개포래미안포레스트,2020,"240,000",29,11,2022,84.86,5,개포동,25.715151515151515
,래미안그레이튼(진달래2차),2010,"259,000",30,8,2021,84.87,12,역삼동,25.718181818181822
,래미안신사,2008,"200,000",15,9,2021,84.89,6,신사동,25.724242424242426
,역삼2차아이파크,2008,"177,000",29,8,2019,84.891,16,역삼동,25.724545454545456
,"우성9차아파트901동,902동",1991,"182,114",21,6,2019,84.9,6,개포동,25.72727272727273
104,역삼푸르지오,2006,"230,000",2,5,2023,84.9097,15,역삼동,25.730212121212123
104,역삼푸르지오,2006,"240,000",17,6,2023,84.9097,10,역삼동,25.730212121212123
,삼환(101동),1999,"165,000",22,9,2020,84.91,4,청담동,25.73030303030303
,현대아파트,1988,"147,000",19,2,2020,84.92,4,청담동,25.733333333333334
,강남자곡아이파크,2014,"170,000",27,9,2020,84.92,15,자곡동,25.733333333333334
710,강남자곡아이파크,2014,"172,000",23,9,2024,84.92,9,자곡동,25.733333333333334
,강남데시앙포레,2014,"177,000",30,5,2021,84.92,11,수서동,25.733333333333334
,강남데시앙포레,2014,"179,300",30,3,2021,84.92,2,수서동,25.733333333333334
,강남데시앙포레,2014,"182,000",18,1,2021,84.92,8,수서동,25.733333333333334
212,도곡렉슬,2006,"238,000",10,3,2023,84.9231,2,도곡동,25.73427272727273
,현대그린1,2006,"115,500",16,2,2019,84.93,11,도곡동,25.736363636363638
,신사아이빌(522),2006,"138,000",24,2,2024,84.93,4,신사동,25.736363636363638
,푸른마을아파트101동~111동,1994,"148,500",22,5,2020,84.93,5,일원동,25.736363636363638
,서광아파트,1998,"155,000",31,8,2019,84.93,16,삼성동,25.736363636363638
104,푸른마을아파트101동~111동,1994,"170,000",26,8,2023,84.93,4,일원동,25.736363636363638
,대림,1992,"181,300",27,5,2021,84.93,4,도곡동,25.736363636363638
108,대치아이파크,2008,"290,000",30,10,2023,84.93,14,대치동,25.736363636363638
,한진로즈힐,2004,"114,000",1,7,2019,84.94,7,논현동,25.73939393939394
,채널리저브,2007,"181,000",22,6,2022,84.94,18,삼성동,25.73939393939394
,신동아,1997,"195,000",10,12,2019,84.94,13,청담동,25.73939393939394
210,래미안블레스티지,2019,"249,500",25,4,2023,84.94,26,개포동,25.73939393939394
,신동아,1997,"275,000",4,6,2022,84.94,13,청담동,25.73939393939394
211,래미안블레스티지,2019,"275,000",10,7,2023,84.94,7,개포동,25.73939393939394
212,래미안블레스티지,2019,"330,000",30,9,2024,84.94,19,개포동,25.73939393939394
,래미안블레스티지,2019,"185,000",31,5,2019,84.943,19,개포동,25.740303030303032
206,래미안블레스티지,2019,"273,000",6,8,2023,84.943,16,개포동,25.740303030303032
203,래미안블레스티지,2019,"275,500",30,4,2024,84.943,5,개포동,25.740303030303032
221,래미안블레스티지,2019,"278,000",14,6,2024,84.943,8,개포동,25.740303030303032
,강남데시앙파크,2011,"110,000",31,1,2024,84.95,2,세곡동,25.742424242424246
,강남데시앙파크,2011,"115,000",23,5,2020,84.95,5,세곡동,25.742424242424246
,래미안삼성1차(105-0),2005,"203,500",19,6,2020,84.95,10,삼성동,25.742424242424246
,가람,1993,"220,000",3,2,2021,84.95,2,일원동,25.742424242424246
504,래미안삼성1차(105-0),2005,"222,500",28,2,2024,84.95,8,삼성동,25.742424242424246
,가람,1993,"225,000",9,1,2021,84.95,4,일원동,25.742424242424246
105,가람,1993,"228,200",23,10,2023,84.95,3,일원동,25.742424242424246
,쌍용플레티넘밸류,2007,"114,000",16,5,2020,84.96,15,역삼동,25.745454545454546
306,세곡리엔파크(3단지),2011,"114,000",23,6,2023,84.96,3,세곡동,25.745454545454546
,로데오현대,1998,"142,000",30,7,2022,84.96,8,신사동,25.745454545454546
,현대아파트1동~3동,1994,"171,000",10,11,2024,84.96,5,도곡동,25.745454545454546
101,삼성청담공원아파트,1999,"178,000",23,11,2023,84.96,9,청담동,25.745454545454546
,삼성청담공원아파트,1999,"178,000",23,11,2023,84.96,9,청담동,25.745454545454546
,한보미도맨션2,1985,"259,000",16,2,2021,84.96,6,대치동,25.745454545454546
,한보미도맨션2,1985,"273,000",28,5,2021,84.96,4,대치동,25.745454545454546
,아람손프라자/비바빌,2001,"77,000",25,8,2021,84.96,5,개포동,25.745454545454546
,강남데시앙파크,2011,"110,000",28,3,2020,84.97,10,세곡동,25.74848484848485
512,강남데시앙파크,2011,"117,500",23,3,2023,84.97,5,세곡동,25.74848484848485
,삼성,1997,"128,000",20,9,2019,84.97,8,수서동,25.74848484848485
101,채널리저브,2007,"144,000",12,5,2023,84.97,3,삼성동,25.74848484848485
,삼성,1997,"150,000",27,4,2020,84.97,8,수서동,25.74848484848485
,삼성,1997,"157,500",14,3,2020,84.97,14,수서동,25.74848484848485
,동부센트레빌,1998,"178,000",11,2,2023,84.97,18,역삼동,25.74848484848485
,삼성,1997,"178,100",9,4,2021,84.97,4,수서동,25.74848484848485
,삼성,1997,"180,100",12,3,2021,84.97,11,수서동,25.74848484848485
102,럭키(963),1995,"190,000",13,12,2023,84.97,14,도곡동,25.74848484848485
101,럭키(963),1995,"193,000",30,5,2024,84.97,9,도곡동,25.74848484848485
,삼성,1997,"194,500",30,7,2021,84.97,12,수서동,25.74848484848485
,래미안대치팰리스,2015,"275,000",2,11,2019,84.97,2,대치동,25.74848484848485
,래미안대치팰리스,2015,"280,000",26,10,2019,84.97,19,대치동,25.74848484848485
,강남브리즈힐(토지임대부아파트),2014,"110,000",22,11,2019,84.98,12,자곡동,25.751515151515154
,강남브리즈힐(토지임대부아파트),2014,"113,000",9,3,2020,84.98,9,자곡동,25.751515151515154
,강남브리즈힐(토지임대부아파트),2014,"140,000",12,5,2021,84.98,14,자곡동,25.751515151515154
,삼성리치빌1,2003,"149,000",28,1,2022,84.98,4,삼성동,25.751515151515154
,삼성리치빌1,2003,"149,900",6,10,2020,84.98,3,삼성동,25.751515151515154
,현대4,1987,"162,000",21,4,2023,84.98,11,일원동,25.751515151515154
,현대4,1987,"199,000",16,4,2022,84.98,11,일원동,25.751515151515154
106,래미안대치팰리스,2015,"323,000",30,12,2023,84.98,18,대치동,25.751515151515154
,"현대14차(203,204,205,206동)",1987,"430,000",17,5,2022,84.98,8,압구정동,25.751515151515154
,강남한양수자인(4단지),2014,"178,000",10,7,2021,84.99,3,자곡동,25.754545454545454
109,래미안 개포 루체하임,2018,"274,500",10,8,2024,84.99,4,일원동,25.754545454545454
,래미안라클래시,2021,"328,000",8,10,2021,84.99,15,삼성동,25.754545454545454
,논현동월드메르디앙,2007,"103,000",24,4,2019,84.9914,11,논현동,25.7549696969697
,두산위브1단지,2004,"150,000",12,3,2020,84.993,2,논현동,25.755454545454544
,청담린든그로브,2017,"195,000",27,3,2019,84.9979,1,청담동,25.756939393939394
,도곡렉슬,2006,"187,500",25,1,2019,84.9984,10,도곡동,25.757090909090913
,도곡렉슬,2006,"278,000",27,9,2022,84.9984,9,도곡동,25.757090909090913
,도곡렉슬,2006,"285,000",31,5,2021,84.9984,5,도곡동,25.757090909090913
,도곡렉슬,2006,"297,000",31,7,2021,84.9984,5,도곡동,25.757090909090913
,대치현대,1999,"234,000",30,7,2021,85,12,대치동,25.757575757575758
,신사아이빌(522),2006,"88,000",4,1,2020,90.35,4,신사동,27.37878787878788
,한양1차(영동한양),1977,"225,000",16,9,2019,91.21,11,압구정동,27.63939393939394
,한양1차(영동한양),1977,"250,000",14,12,2020,91.21,5,압구정동,27.63939393939394
,삼성동롯데아파트,2000,"187,000",20,2,2020,91.77,9,삼성동,27.80909090909091
,래미안대치팰리스,2015,"291,000",17,11,2022,91.93,20,대치동,27.857575757575763
,래미안대치팰리스,2015,"328,000",26,5,2022,91.93,35,대치동,27.857575757575763
,삼부아파트102동,1998,"170,000",28,10,2019,92.09,8,삼성동,27.90606060606061
,테헤란아이파크,2014,"203,000",15,8,2019,92.6232,4,역삼동,28.067636363636364
,래미안도곡카운티,2016,"310,000",27,9,2024,93.07,3,도곡동,28.203030303030303
7,경남1,1984,"240,000",31,7,2023,96.98,4,개포동,29.38787878787879
,대치삼성,2000,"254,000",5,11,2022,97.35,11,대치동,29.5
,대치삼성,2000,"269,800",23,12,2020,97.35,9,대치동,29.5
,수서한아름,1993,"154,000",28,10,2019,97.63,4,수서동,29.584848484848486
,수서한아름,1993,"164,000",3,11,2020,97.63,2,수서동,29.584848484848486
,수서한아름,1993,"180,000",21,12,2024,97.63,1,수서동,29.584848484848486
109,목련타운,1993,"175,000",1,1,2023,99.79,6,일원동,30.239393939393942
,래미안블레스티지,2019,"230,000",23,3,2019,99.991,32,개포동,30.30030303030303
,한양4,1978,"233,000",31,10,2020,101.09,2,압구정동,30.633333333333336
,한양4,1978,"235,000",25,9,2019,101.09,3,압구정동,30.633333333333336
45,한양4,1978,"380,000",27,8,2024,101.09,10,압구정동,30.633333333333336
,한양4,1978,"380,000",27,8,2024,101.09,10,압구정동,30.633333333333336
,강남한양수자인(4단지),2014,"138,000",31,7,2019,101.18,8,자곡동,30.660606060606064
,대치현대,1999,"215,000",27,11,2019,101.6,18,대치동,30.78787878787879
,강남데시앙포레,2014,"227,000",4,3,2021,101.81,11,수서동,30.851515151515155
,래미안강남힐즈,2014,"199,000",30,12,2020,101.94,15,자곡동,30.89090909090909
605,래미안강남힐즈,2014,"207,500",30,8,2024,101.95,5,자곡동,30.893939393939398
,샘터마을,1994,"140,000",27,3,2019,101.97,4,일원동,30.900000000000002
,샘터마을,1994,"150,000",22,1,2019,101.97,5,일원동,30.900000000000002
102,샘터마을,1994,"221,000",5,7,2024,101.97,11,일원동,30.900000000000002
813동,디에이치자이개포,2021,"335,000",19,10,2023,103.86,8,일원동,31.472727272727273
,삼성동신도브래뉴,2010,"120,000",23,3,2022,104.191,6,삼성동,31.573030303030304
,개포우성3차,1984,"157,000",8,6,2019,104.43,6,개포동,31.645454545454548
,미성1차,1982,"321,000",26,4,2021,105.62,6,압구정동,32.00606060606061
,래미안그레이튼(진달래2차),2010,"287,000",20,7,2022,105.89,25,역삼동,32.08787878787879
,한양7,1981,"220,000",29,4,2019,106.22,9,압구정동,32.18787878787879
,한양7,1981,"380,000",30,10,2021,106.22,8,압구정동,32.18787878787879
,로체샤르캐슬,2009,"139,000",23,5,2022,106.59,4,논현동,32.300000000000004
,두산위브2단지,2004,"200,000",10,9,2021,106.829,13,논현동,32.372424242424245
,신현대12차,1982,"260,000",10,8,2020,107.16,3,압구정동,32.472727272727276
105,삼성청담공원아파트,1999,"210,000",30,12,2023,107.22,11,청담동,32.49090909090909
,도곡쌍용예가,1978,"215,000",16,6,2021,107.53,4,도곡동,32.584848484848486
,개포한신,1984,"197,500",1,8,2020,107.6,8,일원동,32.60606060606061
,현대8차(성수현대:91~95동),1980,"207,000",24,4,2019,107.64,8,압구정동,32.61818181818182
,현대8차(성수현대:91~95동),1980,"235,000",26,5,2020,107.64,10,압구정동,32.61818181818182
,현대8차(성수현대:91~95동),1980,"240,000",14,11,2019,107.64,1,압구정동,32.61818181818182
,현대8차(성수현대:91~95동),1980,"275,000",2,12,2020,107.64,11,압구정동,32.61818181818182
95,현대8차(성수현대:91~95동),1980,"350,000",14,7,2023,107.64,6,압구정동,32.61818181818182
,"현대10차(201,202동)",1982,"218,500",18,2,2019,108.15,12,압구정동,32.77272727272727
,신현대11차,1983,"502,000",28,10,2024,108.36,4,압구정동,32.836363636363636
104,대치삼성,2000,"280,000",27,9,2023,108.52,2,대치동,32.88484848484848
,신현대9차,1982,"500,000",29,10,2024,108.88,5,압구정동,32.99393939393939
,아셈,2003,"248,000",30,12,2021,109.32,5,삼성동,33.127272727272725
,래미안청담로이뷰,1992,"373,000",25,5,2022,110.2,10,청담동,33.3939393939394
,쌍용플레티넘밸류,2007,"149,000",29,1,2021,110.57,8,역삼동,33.50606060606061
,신현대12차,1982,"220,000",26,3,2019,110.82,4,압구정동,33.58181818181818
,신현대9차,1982,"270,000",17,9,2020,111.38,10,압구정동,33.75151515151515
,현대8차(성수현대:91~95동),1980,"204,500",16,2,2019,111.5,4,압구정동,33.78787878787879
,도곡스타클래스,2007,"149,800",3,9,2020,112.05,11,도곡동,33.95454545454545
,도곡스타클래스,2007,"140,000",28,8,2020,112.75,8,도곡동,34.16666666666667
,역삼동골든베리힐,2004,"93,000",24,10,2020,112.91,6,역삼동,34.21515151515152
,아크로힐스논현,2014,"203,000",29,4,2020,113.087,3,논현동,34.26878787878788
103,아크로힐스논현,2014,"265,000",27,9,2023,113.087,5,논현동,34.26878787878788
,아크로힐스논현,2014,"240,000",28,10,2022,113.231,14,논현동,34.31242424242424
,아크로힐스논현,2014,"288,000",23,9,2024,113.231,17,논현동,34.31242424242424
,래미안블레스티지,2019,"245,000",19,3,2019,113.96,16,개포동,34.53333333333333
,래미안삼성1차(103-22),2006,"330,000",27,9,2022,114.12,11,삼성동,34.581818181818186
,경남논현,1996,"172,000",30,8,2021,114.27,2,논현동,34.627272727272725
,강남한양수자인(4단지),2014,"189,000",14,6,2021,114.32,6,자곡동,34.64242424242424
,삼성동힐스테이트 1단지,2008,"238,000",31,8,2019,114.463,11,삼성동,34.68575757575758
,삼성동힐스테이트 1단지,2008,"252,000",30,4,2020,114.463,18,삼성동,34.68575757575758
1단지 110,삼성동힐스테이트 1단지,2008,"380,000",21,12,2023,114.463,9,삼성동,34.68575757575758
,삼성청담아파트,1999,"190,000",20,5,2020,114.83,14,청담동,34.7969696969697
103,경남,2005,"229,000",22,6,2024,114.96,17,도곡동,34.836363636363636
,대치아이파크,2008,"242,000",13,7,2019,114.97,4,대치동,34.83939393939394
,대치아이파크,2008,"280,000",26,9,2019,114.97,23,대치동,34.83939393939394
109,대치아이파크,2008,"390,000",28,10,2024,114.97,22,대치동,34.83939393939394
,도곡렉슬,2006,"320,000",5,12,2020,114.9931,6,도곡동,34.84639393939394
,도곡렉슬,2006,"347,000",21,6,2021,114.9931,14,도곡동,34.84639393939394
411,도곡렉슬,2006,"390,000",28,7,2023,114.9931,22,도곡동,34.84639393939394
,"대치우성아파트1동,2동,3동,5동,6동,7동",1984,"260,000",22,11,2022,115.59,4,대치동,35.02727272727273
,"대치우성아파트1동,2동,3동,5동,6동,7동",1984,"270,000",20,10,2022,115.59,12,대치동,35.02727272727273
에프,타워팰리스2,2003,"315,000",24,11,2023,115.63,25,도곡동,35.03939393939394
,타워팰리스2,2003,"315,000",24,11,2023,115.63,25,도곡동,35.03939393939394
,역삼I'PARK,2006,"321,500",29,12,2024,116.285,13,역삼동,35.23787878787879
,한양3,1978,"240,000",10,6,2019,116.94,10,압구정동,35.43636363636364
35,한양3,1978,"400,000",2,3,2024,116.94,9,압구정동,35.43636363636364
,한양3,1978,"465,000",23,10,2024,116.94,7,압구정동,35.43636363636364
,한신엠비씨,1988,"226,000",30,4,2024,117.57,4,도곡동,35.627272727272725
,현대4차저층(51~56동),1977,"309,800",7,2,2019,117.91,3,압구정동,35.730303030303034
55,현대4차저층(51~56동),1977,"535,000",18,12,2023,117.91,3,압구정동,35.730303030303034
,현대4차저층(51~56동),1977,"535,000",18,12,2023,117.91,3,압구정동,35.730303030303034
52,현대4차저층(51~56동),1977,"538,000",4,10,2023,117.91,3,압구정동,35.730303030303034
,청담우방아파트,1999,"185,000",23,5,2020,118.53,8,청담동,35.91818181818182
,우성리빙텔,1996,"135,000",31,3,2020,119.25,20,도곡동,36.13636363636364
,우성리빙텔,1996,"135,000",31,3,2020,119.25,20,도곡동,36.13636363636364
,논현파라곤,2007,"150,000",20,1,2020,120.21,12,논현동,36.42727272727273
8,쌍용대치2,1983,"285,000",27,4,2023,120.76,8,대치동,36.5939393939394
8,쌍용대치2,1983,"287,000",11,2,2023,120.76,7,대치동,36.5939393939394
,타워팰리스1,2002,"195,000",15,3,2019,120.78,36,도곡동,36.6
,도곡렉슬,2006,"299,500",27,6,2020,120.8233,19,도곡동,36.613121212121214
,도곡렉슬,2006,"365,000",31,12,2024,120.8233,22,도곡동,36.613121212121214
,롯데캐슬리베,2008,"243,000",26,10,2019,121.0894,6,대치동,36.69375757575758
102,롯데캐슬리베,2008,"303,000",23,7,2024,121.0894,18,대치동,36.69375757575758
101,롯데캐슬리베,2008,"310,000",6,7,2024,121.0894,9,대치동,36.69375757575758
,아카데미스위트1,2004,"211,000",26,7,2021,122.07,10,도곡동,36.99090909090909
,아카데미스위트1,2004,"220,000",26,2,2022,122.07,11,도곡동,36.99090909090909
,아카데미스위트1,2004,"230,000",27,11,2021,122.07,8,도곡동,36.99090909090909
,삼성래미안,2001,"250,000",27,11,2019,122.81,20,도곡동,37.21515151515152
103,삼성래미안,2001,"284,000",30,4,2024,122.81,13,도곡동,37.21515151515152
,경남1,1984,"208,000",8,6,2019,123.28,10,개포동,37.35757575757576
2,경남1,1984,"310,000",29,5,2024,123.28,7,개포동,37.35757575757576
102,한신오페라하우스,2003,"205,000",19,9,2023,123.75,11,청담동,37.5
,럭키(963),1995,"173,000",11,7,2019,124.1,15,도곡동,37.60606060606061
,타워팰리스2,2003,"335,000",29,3,2022,124.11,40,도곡동,37.60909090909091
,강남 더샵 포레스트,2016,"295,000",10,6,2022,124.5792,11,수서동,37.75127272727273
,럭키(963),1995,"260,000",19,5,2022,124.66,1,도곡동,37.775757575757574
104,강남센트럴아이파크,2022,"437,000",24,10,2023,125.462,20,역삼동,38.01878787878788
203,한보미도맨션2,1985,"317,500",30,1,2023,126.33,4,대치동,38.28181818181818
,한보미도맨션2,1985,"380,000",24,6,2022,126.33,10,대치동,38.28181818181818
,한보미도맨션2,1985,"390,000",29,10,2024,126.33,5,대치동,38.28181818181818
,개포우성1,1983,"371,000",31,3,2021,127.61,4,대치동,38.66969696969697
,개포우성1,1983,"409,000",30,3,2022,127.61,11,대치동,38.66969696969697
,개포우성2,1984,"272,000",27,5,2019,127.78,8,대치동,38.721212121212126
,개포우성2,1984,"305,000",27,3,2020,127.78,5,대치동,38.721212121212126
,우림루미아트,2005,"178,800",30,9,2022,127.82,7,삼성동,38.733333333333334
,한보미도맨션1,1983,"287,000",24,9,2019,128.01,11,대치동,38.79090909090909
,한보미도맨션1,1983,"387,000",24,6,2022,128.01,4,대치동,38.79090909090909
,한보미도맨션1,1983,"420,000",31,10,2024,128.01,10,대치동,38.79090909090909
5,"쌍용대치아파트1동,2동,3동,5동,6동",1983,"300,000",28,2,2024,128.03,14,대치동,38.7969696969697
5,"쌍용대치아파트1동,2동,3동,5동,6동",1983,"308,000",23,1,2024,128.03,4,대치동,38.7969696969697
,개나리래미안,2006,"315,000",26,1,2022,129.8,18,역삼동,39.333333333333336
,타워팰리스2,2003,"340,000",27,7,2022,130.17,3,도곡동,39.445454545454545
,타워팰리스2,2003,"340,000",27,7,2022,130.17,3,도곡동,39.445454545454545
,대림아크로빌,1999,"159,000",8,8,2019,130.545,30,도곡동,39.559090909090905
비,대림아크로빌,1999,"228,500",28,4,2024,130.545,21,도곡동,39.559090909090905
,현대2,1986,"305,000",8,5,2024,131.83,4,개포동,39.94848484848485
209,현대2,1986,"310,000",30,7,2024,131.83,4,개포동,39.94848484848485
,개나리푸르지오,2006,"235,000",26,5,2019,132.8355,13,역삼동,40.25318181818182
,뉴현대리버빌,1996,"145,000",30,5,2019,133.12,7,청담동,40.33939393939394
,현대,1994,"179,500",2,12,2020,133.68,4,개포동,40.509090909090915
,샘터마을,1994,"230,100",19,6,2021,134.438,3,일원동,40.738787878787875
,도곡렉슬,2006,"322,000",29,10,2019,134.9023,7,도곡동,40.87948484848485
306,도곡렉슬,2006,"400,000",12,9,2023,134.9023,3,도곡동,40.87948484848485
303,도곡렉슬,2006,"428,000",8,7,2024,134.9023,13,도곡동,40.87948484848485
,도곡렉슬,2006,"435,000",15,12,2021,134.9023,13,도곡동,40.87948484848485
,논현동프라임,2004,"99,000",25,8,2019,135.3,4,논현동,41.00000000000001
,신사아크존2,2005,"80,000",30,1,2019,135.72,4,신사동,41.12727272727273
124,개포래미안포레스트,2020,"409,000",21,7,2023,136.06,27,개포동,41.230303030303034
103,래미안펜타빌,2007,"349,000",11,7,2023,136.28,8,역삼동,41.2969696969697
7,선경1차(1동-7동),1983,"385,000",20,9,2023,136.68,14,대치동,41.41818181818182
,타워팰리스1,2002,"229,000",13,7,2019,137.24,22,도곡동,41.58787878787879
,타워팰리스1,2002,"293,000",5,11,2020,137.24,35,도곡동,41.58787878787879
,타워팰리스1,2002,"303,000",3,4,2021,137.24,42,도곡동,41.58787878787879
비,타워팰리스1,2002,"330,000",17,1,2023,137.24,13,도곡동,41.58787878787879
,현대아인빌,2004,"199,000",30,8,2024,138.42,2,신사동,41.945454545454545
,래미안펜타빌,2007,"326,000",30,12,2021,138.54,20,역삼동,41.981818181818184
,포스코더샵,2004,"290,000",30,12,2022,139.54,11,대치동,42.28484848484848
,포스코더샵,2004,"330,000",28,9,2021,139.54,14,대치동,42.28484848484848
,미성2차,1987,"265,000",28,4,2020,140.9,12,압구정동,42.6969696969697
21,미성2차,1987,"408,000",8,5,2023,140.9,9,압구정동,42.6969696969697
,타워팰리스3,2004,"270,000",16,1,2020,141.381,35,도곡동,42.842727272727274
,하이페리온,2004,"192,000",29,8,2020,142.41,4,도곡동,43.154545454545456
,"현대6차(78~81,83,84,86,87동)",1978,"342,000",11,10,2019,144.2,6,압구정동,43.696969696969695
,"현대6차(78~81,83,84,86,87동)",1978,"430,000",30,12,2022,144.2,8,압구정동,43.696969696969695
,타워팰리스2,2003,"221,000",27,4,2019,144.63,23,도곡동,43.82727272727273
,"현대6차(78~81,83,84,86,87동)",1978,"465,000",30,9,2022,144.7,6,압구정동,43.848484848484844
,"현대6차(78~81,83,84,86,87동)",1978,"610,000",7,12,2024,144.7,2,압구정동,43.848484848484844
,진흥아파트,1984,"310,000",15,3,2022,145.69,3,청담동,44.14848484848485
102,동부센트레빌,2005,"430,000",19,5,2023,145.83,27,대치동,44.190909090909095
105,동부센트레빌,2005,"479,000",16,10,2023,145.83,13,대치동,44.190909090909095
,강남 더샵 포레스트,2016,"268,000",15,7,2020,146.7139,2,수서동,44.45875757575757
,대림아크로빌,1999,"143,000",27,2,2019,146.754,10,도곡동,44.47090909090909
비,대림아크로빌,1999,"250,000",19,7,2024,146.754,13,도곡동,44.47090909090909
,대림아크로빌,1999,"285,000",28,5,2022,146.754,5,도곡동,44.47090909090909
,대림아크로빌,1999,"295,000",31,3,2022,146.754,38,도곡동,44.47090909090909
,한양2,1978,"410,000",2,2,2021,147.41,12,압구정동,44.66969696969697
,한양2,1978,"410,000",2,2,2021,147.41,12,압구정동,44.66969696969697
,한양2,1978,"410,000",2,2,2021,147.41,12,압구정동,44.66969696969697
,한양2,1978,"425,000",24,2,2021,147.41,11,압구정동,44.66969696969697
2,"쌍용대치아파트1동,2동,3동,5동,6동",1983,"350,000",29,8,2024,148.8,3,대치동,45.09090909090909
,경남2차,1984,"303,000",26,4,2021,149.21,14,개포동,45.21515151515152
,청담파라곤Ⅱ2단지,2010,"320,000",20,12,2021,149.74,4,청담동,45.37575757575758
,대치아이파크,2008,"288,000",17,8,2019,149.78,16,대치동,45.38787878787879
,롯데캐슬모닝,2003,"225,000",23,1,2021,150.78,4,도곡동,45.690909090909095
,래미안대치팰리스,2015,"368,000",20,8,2019,151.31,30,대치동,45.85151515151515
,상지리츠빌5B,2001,"290,000",4,7,2022,152.85,7,청담동,46.31818181818182
,한양5,1979,"437,000",10,2,2021,153.59,12,압구정동,46.54242424242425
,쌍용플래티넘,2003,"225,000",27,12,2022,154.77,12,삼성동,46.900000000000006
,신현대12차,1982,"315,000",30,4,2019,155.52,9,압구정동,47.12727272727273
,"현대6차(78~81,83,84,86,87동)",1978,"370,000",24,7,2019,157.36,6,압구정동,47.684848484848494
,"현대6차(78~81,83,84,86,87동)",1978,"389,000",7,7,2020,157.36,8,압구정동,47.684848484848494
,"현대6차(78~81,83,84,86,87동)",1978,"420,000",26,8,2020,157.36,8,압구정동,47.684848484848494
,"현대7차(73~77,82,85동)",1979,"420,000",11,8,2020,157.36,8,압구정동,47.684848484848494
,"현대6차(78~81,83,84,86,87동)",1978,"450,000",26,12,2022,157.36,14,압구정동,47.684848484848494
,"현대7차(73~77,82,85동)",1979,"500,000",9,2,2021,157.36,11,압구정동,47.684848484848494
103,래미안펜타빌,2007,"320,000",21,2,2023,158.58,20,역삼동,48.05454545454546
,포스코트,2003,"281,000",26,1,2022,160.28,7,삼성동,48.56969696969697
,타워팰리스2,2003,"280,000",20,9,2019,160.56,5,도곡동,48.654545454545456
,타워팰리스2,2003,"380,000",21,2,2022,160.56,4,도곡동,48.654545454545456
,개포우성3차,1984,"240,000",30,10,2019,161,12,개포동,48.78787878787879
21,"현대1차(12,13,21,22,31,32,33동)",1976,"650,000",16,8,2024,161.18,6,압구정동,48.842424242424244
,"현대2차(10,11,20,23,24,25동)",1976,"529,000",26,4,2021,161.19,2,압구정동,48.845454545454544
,한보미도맨션1,1983,"290,000",27,4,2020,161.36,1,대치동,48.896969696969705
,한보미도맨션1,1983,"417,000",31,5,2021,161.36,8,대치동,48.896969696969705
,동부센트레빌,2005,"500,000",20,12,2021,161.47,13,대치동,48.93030303030303
,삼성2차,1999,"156,000",4,6,2019,162.51,3,대치동,49.24545454545454
,타워팰리스2,2003,"230,000",25,7,2019,163.28,13,도곡동,49.478787878787884
,타워팰리스3,2004,"382,000",19,8,2021,163.567,35,도곡동,49.56575757575758
,현대8차(성수현대:91~95동),1980,"285,000",19,1,2019,163.67,5,압구정동,49.596969696969694
,현대8차(성수현대:91~95동),1980,"487,000",30,8,2021,163.67,7,압구정동,49.596969696969694
,수서한아름,1993,"181,500",19,2,2020,163.68,10,수서동,49.6
